172.16.0.109;1
172.16.0.133;0
172.16.0.135;8
172.16.0.148;0
172.16.0.155;8
172.16.0.185;7
172.16.0.248;21
172.16.0.248;3
172.16.0.252;6
172.16.0.253;3
172.16.0.72;11
172.16.0.75;0
172.16.0.81;1
172.16.0.88;4
172.16.0.89;9
_gateway;11
prof-HP-Compaq-Pro-6300-MT;0
